,code_bss,bss_id,date_mesure,niveau_nappe_eau,mode_obtention,nom_producteur
5653,10906X0039/C2-1,BSS002MNYD,2017-08-04,104.16,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5654,10906X0039/C2-1,BSS002MNYD,2017-08-05,104.13,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5655,10906X0039/C2-1,BSS002MNYD,2017-08-06,104.11,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5656,10906X0039/C2-1,BSS002MNYD,2017-08-07,104.08,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5657,10906X0039/C2-1,BSS002MNYD,2017-08-08,104.07,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5658,10906X0039/C2-1,BSS002MNYD,2017-08-09,104.16,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5659,10906X0039/C2-1,BSS002MNYD,2017-08-10,104.17,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5660,10906X0039/C2-1,BSS002MNYD,2017-08-11,104.18,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5661,10906X0039/C2-1,BSS002MNYD,2017-08-12,104.13,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5662,10906X0039/C2-1,BSS002MNYD,2017-08-13,104.1,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5663,10906X0039/C2-1,BSS002MNYD,2017-08-14,104.09,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5664,10906X0039/C2-1,BSS002MNYD,2017-08-15,104.11,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5665,10906X0039/C2-1,BSS002MNYD,2017-08-16,104.09,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5666,10906X0039/C2-1,BSS002MNYD,2017-08-17,104.06,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5667,10906X0039/C2-1,BSS002MNYD,2017-08-18,104.09,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5668,10906X0039/C2-1,BSS002MNYD,2017-08-19,104.09,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5669,10906X0039/C2-1,BSS002MNYD,2017-08-20,104.08,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5670,10906X0039/C2-1,BSS002MNYD,2017-08-21,104.07,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5671,10906X0039/C2-1,BSS002MNYD,2017-08-22,104.08,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5672,10906X0039/C2-1,BSS002MNYD,2017-08-23,104.06,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5673,10906X0039/C2-1,BSS002MNYD,2017-08-24,104.07,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5674,10906X0039/C2-1,BSS002MNYD,2017-08-25,104.09,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5675,10906X0039/C2-1,BSS002MNYD,2017-08-26,104.09,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5676,10906X0039/C2-1,BSS002MNYD,2017-08-27,104.07,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5677,10906X0039/C2-1,BSS002MNYD,2017-08-28,104.04,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5678,10906X0039/C2-1,BSS002MNYD,2017-08-29,104.04,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5679,10906X0039/C2-1,BSS002MNYD,2017-08-30,104.04,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5680,10906X0039/C2-1,BSS002MNYD,2017-08-31,104.02,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5681,10906X0039/C2-1,BSS002MNYD,2017-09-01,104.14,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5682,10906X0039/C2-1,BSS002MNYD,2017-09-02,104.2,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5683,10906X0039/C2-1,BSS002MNYD,2017-09-03,104.15,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5684,10906X0039/C2-1,BSS002MNYD,2017-09-04,104.11,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5685,10906X0039/C2-1,BSS002MNYD,2017-09-05,104.11,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5686,10906X0039/C2-1,BSS002MNYD,2017-09-06,104.13,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5687,10906X0039/C2-1,BSS002MNYD,2017-09-07,104.12,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5688,10906X0039/C2-1,BSS002MNYD,2017-09-08,104.11,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5689,10906X0039/C2-1,BSS002MNYD,2017-09-09,104.09,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5690,10906X0039/C2-1,BSS002MNYD,2017-09-10,104.07,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5691,10906X0039/C2-1,BSS002MNYD,2017-09-11,104.04,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5692,10906X0039/C2-1,BSS002MNYD,2017-09-12,104.03,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5693,10906X0039/C2-1,BSS002MNYD,2017-09-13,104.03,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5694,10906X0039/C2-1,BSS002MNYD,2017-09-14,104.0,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5695,10906X0039/C2-1,BSS002MNYD,2017-09-15,103.97,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5696,10906X0039/C2-1,BSS002MNYD,2017-09-16,103.99,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5697,10906X0039/C2-1,BSS002MNYD,2017-09-17,103.98,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5698,10906X0039/C2-1,BSS002MNYD,2017-09-18,104.01,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5699,10906X0039/C2-1,BSS002MNYD,2017-09-19,104.02,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5700,10906X0039/C2-1,BSS002MNYD,2017-09-20,104.0,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5701,10906X0039/C2-1,BSS002MNYD,2017-09-21,104.04,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5702,10906X0039/C2-1,BSS002MNYD,2017-09-22,104.06,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5703,10906X0039/C2-1,BSS002MNYD,2017-09-23,104.07,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5704,10906X0039/C2-1,BSS002MNYD,2017-09-24,104.04,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5705,10906X0039/C2-1,BSS002MNYD,2017-09-25,103.99,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5706,10906X0039/C2-1,BSS002MNYD,2017-09-26,103.95,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5707,10906X0039/C2-1,BSS002MNYD,2017-09-27,103.95,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5708,10906X0039/C2-1,BSS002MNYD,2017-09-28,103.94,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5709,10906X0039/C2-1,BSS002MNYD,2017-09-29,103.94,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5710,10906X0039/C2-1,BSS002MNYD,2017-09-30,103.92,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5711,10906X0039/C2-1,BSS002MNYD,2017-10-01,103.86,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5712,10906X0039/C2-1,BSS002MNYD,2017-10-02,103.82,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5713,10906X0039/C2-1,BSS002MNYD,2017-10-03,103.79,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5714,10906X0039/C2-1,BSS002MNYD,2017-10-04,103.76,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5715,10906X0039/C2-1,BSS002MNYD,2017-10-05,103.77,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5716,10906X0039/C2-1,BSS002MNYD,2017-10-06,103.76,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5717,10906X0039/C2-1,BSS002MNYD,2017-10-07,103.73,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5718,10906X0039/C2-1,BSS002MNYD,2017-10-08,103.69,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5719,10906X0039/C2-1,BSS002MNYD,2017-10-09,103.66,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5720,10906X0039/C2-1,BSS002MNYD,2017-10-10,103.63,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5721,10906X0039/C2-1,BSS002MNYD,2017-10-11,103.59,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5722,10906X0039/C2-1,BSS002MNYD,2017-10-12,103.54,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5723,10906X0039/C2-1,BSS002MNYD,2017-10-13,103.53,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5724,10906X0039/C2-1,BSS002MNYD,2017-10-14,103.5,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5725,10906X0039/C2-1,BSS002MNYD,2017-10-15,103.45,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5726,10906X0039/C2-1,BSS002MNYD,2017-10-16,103.41,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5727,10906X0039/C2-1,BSS002MNYD,2017-10-17,103.39,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5728,10906X0039/C2-1,BSS002MNYD,2017-10-18,103.37,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5729,10906X0039/C2-1,BSS002MNYD,2017-10-19,103.35,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5730,10906X0039/C2-1,BSS002MNYD,2017-10-20,103.36,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5731,10906X0039/C2-1,BSS002MNYD,2017-10-21,103.34,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5732,10906X0039/C2-1,BSS002MNYD,2017-10-22,103.31,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5733,10906X0039/C2-1,BSS002MNYD,2017-10-23,103.28,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5734,10906X0039/C2-1,BSS002MNYD,2017-10-24,103.25,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5735,10906X0039/C2-1,BSS002MNYD,2017-10-25,103.21,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5736,10906X0039/C2-1,BSS002MNYD,2017-10-26,103.17,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5737,10906X0039/C2-1,BSS002MNYD,2017-10-27,103.13,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5738,10906X0039/C2-1,BSS002MNYD,2017-10-28,103.1,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5739,10906X0039/C2-1,BSS002MNYD,2017-10-29,103.12,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5740,10906X0039/C2-1,BSS002MNYD,2017-10-30,103.13,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5741,10906X0039/C2-1,BSS002MNYD,2017-10-31,103.13,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5742,10906X0039/C2-1,BSS002MNYD,2017-11-01,103.12,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5743,10906X0039/C2-1,BSS002MNYD,2017-11-02,103.09,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5744,10906X0039/C2-1,BSS002MNYD,2017-11-03,103.07,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5745,10906X0039/C2-1,BSS002MNYD,2017-11-04,103.03,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5746,10906X0039/C2-1,BSS002MNYD,2017-11-05,103.0,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5747,10906X0039/C2-1,BSS002MNYD,2017-11-06,102.97,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5748,10906X0039/C2-1,BSS002MNYD,2017-11-07,102.96,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5749,10906X0039/C2-1,BSS002MNYD,2017-11-08,102.95,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5750,10906X0039/C2-1,BSS002MNYD,2017-11-09,102.92,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5751,10906X0039/C2-1,BSS002MNYD,2017-11-10,102.9,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5752,10906X0039/C2-1,BSS002MNYD,2017-11-11,102.89,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5753,10906X0039/C2-1,BSS002MNYD,2017-11-12,102.86,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5754,10906X0039/C2-1,BSS002MNYD,2017-11-13,102.8,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5755,10906X0039/C2-1,BSS002MNYD,2017-11-14,102.76,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5756,10906X0039/C2-1,BSS002MNYD,2017-11-15,102.7,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5757,10906X0039/C2-1,BSS002MNYD,2017-11-16,102.64,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5758,10906X0039/C2-1,BSS002MNYD,2017-11-17,102.61,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5759,10906X0039/C2-1,BSS002MNYD,2017-11-18,102.58,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5760,10906X0039/C2-1,BSS002MNYD,2017-11-19,102.55,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5761,10906X0039/C2-1,BSS002MNYD,2017-11-20,102.52,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5762,10906X0039/C2-1,BSS002MNYD,2017-11-21,102.54,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5763,10906X0039/C2-1,BSS002MNYD,2017-11-22,102.52,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5764,10906X0039/C2-1,BSS002MNYD,2017-11-23,102.6,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5765,10906X0039/C2-1,BSS002MNYD,2017-11-24,102.62,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5766,10906X0039/C2-1,BSS002MNYD,2017-11-25,102.6,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5767,10906X0039/C2-1,BSS002MNYD,2017-11-26,102.52,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5768,10906X0039/C2-1,BSS002MNYD,2017-11-27,102.49,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5769,10906X0039/C2-1,BSS002MNYD,2017-11-28,102.47,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5770,10906X0039/C2-1,BSS002MNYD,2017-11-29,102.41,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5771,10906X0039/C2-1,BSS002MNYD,2017-11-30,102.37,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5772,10906X0039/C2-1,BSS002MNYD,2017-12-01,102.33,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5773,10906X0039/C2-1,BSS002MNYD,2017-12-02,102.3,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5774,10906X0039/C2-1,BSS002MNYD,2017-12-03,102.28,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5775,10906X0039/C2-1,BSS002MNYD,2017-12-04,102.25,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5776,10906X0039/C2-1,BSS002MNYD,2017-12-05,102.2,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5777,10906X0039/C2-1,BSS002MNYD,2017-12-06,102.18,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5778,10906X0039/C2-1,BSS002MNYD,2017-12-07,102.2,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5779,10906X0039/C2-1,BSS002MNYD,2017-12-08,102.22,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5780,10906X0039/C2-1,BSS002MNYD,2017-12-09,102.22,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5781,10906X0039/C2-1,BSS002MNYD,2017-12-10,102.22,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5782,10906X0039/C2-1,BSS002MNYD,2017-12-11,102.23,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5783,10906X0039/C2-1,BSS002MNYD,2017-12-12,102.25,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5784,10906X0039/C2-1,BSS002MNYD,2017-12-13,102.29,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5785,10906X0039/C2-1,BSS002MNYD,2017-12-14,102.29,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5786,10906X0039/C2-1,BSS002MNYD,2017-12-15,102.27,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5787,10906X0039/C2-1,BSS002MNYD,2017-12-16,102.26,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5788,10906X0039/C2-1,BSS002MNYD,2017-12-17,102.22,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5789,10906X0039/C2-1,BSS002MNYD,2017-12-18,102.19,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5790,10906X0039/C2-1,BSS002MNYD,2017-12-19,102.16,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5791,10906X0039/C2-1,BSS002MNYD,2017-12-20,102.13,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5792,10906X0039/C2-1,BSS002MNYD,2017-12-21,102.15,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5793,10906X0039/C2-1,BSS002MNYD,2017-12-22,102.13,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5794,10906X0039/C2-1,BSS002MNYD,2017-12-23,102.07,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5795,10906X0039/C2-1,BSS002MNYD,2017-12-24,102.01,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5796,10906X0039/C2-1,BSS002MNYD,2017-12-25,101.98,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5797,10906X0039/C2-1,BSS002MNYD,2017-12-26,101.94,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
5798,10906X0039/C2-1,BSS002MNYD,2017-12-27,102.01,Valeur mesurée,Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon  (20001584000016)
